id,match_id,region,game_mode,elo,version,blue_one,blue_two,blue_three,blue_four,blue_five,red_one,red_two,red_three,red_four,red_five,winning_team
18906,NA1_5032328244,NA1,ARAM,UNRANKED,14.13.598.9749,Velkoz,Thresh,Lillia,Ryze,Illaoi,Jax,Akali,Lucian,Pantheon,Orianna,0
18907,NA1_5030006884,NA1,ARAM,UNRANKED,14.13.596.7996,Tristana,Yasuo,Milio,Xerath,TwistedFate,Anivia,Ryze,Jinx,Thresh,JarvanIV,0
18908,NA1_5027989918,NA1,ARAM,GOLD IV,14.13.596.7996,Thresh,Ahri,Illaoi,Maokai,Tristana,Caitlyn,Graves,Karma,Swain,DrMundo,0
18909,NA1_5027891679,NA1,ARAM,UNRANKED,14.13.596.7996,Veigar,Katarina,Lux,Fiora,Senna,Kassadin,Sivir,Skarner,Aatrox,Varus,1
18910,NA1_5027874098,NA1,ARAM,UNRANKED,14.13.596.4541,Vayne,Sona,Diana,Blitzcrank,Heimerdinger,Morgana,Fiora,Sion,TahmKench,Ornn,0
18956,NA1_5030898840,NA1,ARAM,UNRANKED,14.13.596.7996,Tryndamere,Tristana,Morgana,Malzahar,Rakan,Neeko,Hecarim,Heimerdinger,Kalista,Yuumi,0
18957,NA1_5030884411,NA1,ARAM,UNRANKED,14.13.596.7996,Ryze,DrMundo,Mordekaiser,Brand,Varus,Sion,MasterYi,JarvanIV,Ahri,Vex,1
18958,NA1_5030875995,NA1,ARAM,UNRANKED,14.13.596.7996,Braum,Camille,Thresh,Pantheon,Gnar,Brand,Varus,Maokai,Leblanc,Ashe,1
18959,NA1_5030857067,NA1,ARAM,SILVER II,14.13.596.7996,LeeSin,DrMundo,Nidalee,Corki,Viktor,Rammus,Garen,Syndra,Vex,MonkeyKing,1
18960,NA1_5030841769,NA1,ARAM,UNRANKED,14.13.596.7996,MissFortune,Varus,Nautilus,KogMaw,Brand,Seraphine,Morgana,Renata,Maokai,Ashe,0
18961,NA1_5030819183,NA1,ARAM,BRONZE III,14.13.596.7996,MissFortune,Seraphine,FiddleSticks,Twitch,Pantheon,Poppy,Skarner,Pyke,Heimerdinger,Hwei,0
18962,NA1_5030804354,NA1,ARAM,UNRANKED,14.13.596.7996,Teemo,Kalista,Alistar,Xayah,Brand,Samira,Aatrox,Irelia,Varus,Taric,0
18963,NA1_5030716336,NA1,ARAM,SILVER II,14.13.596.7996,Jhin,Jayce,Vladimir,Amumu,Sona,Tristana,Riven,Warwick,Zeri,Ashe,1
18964,NA1_5030700023,NA1,ARAM,UNRANKED,14.13.596.7996,Orianna,Milio,Leblanc,Xayah,Ashe,Ekko,Kindred,Illaoi,Fizz,Morgana,1
18965,NA1_5030540594,NA1,ARAM,BRONZE I,14.13.596.7996,Lux,Malzahar,Volibear,Kindred,Lucian,Pantheon,Nautilus,Rumble,Jinx,MissFortune,1
18966,NA1_5030534970,NA1,ARAM,UNRANKED,14.13.596.7996,Leona,Aphelios,Orianna,Morgana,MissFortune,Gragas,Ryze,Volibear,Braum,Caitlyn,1
18967,NA1_5030518266,NA1,ARAM,UNRANKED,14.13.596.7996,Hwei,Veigar,KogMaw,Vayne,Gnar,Twitch,Draven,Rengar,Malzahar,Renekton,0
18987,NA1_5035309067,NA1,ARAM,UNRANKED,14.13.598.9749,Orianna,Lux,Kennen,Tristana,Yuumi,Malzahar,Chogath,Caitlyn,MissFortune,Darius,0
18988,NA1_5035299732,NA1,ARAM,UNRANKED,14.13.598.9749,Zyra,Gnar,Rammus,Yasuo,Mordekaiser,Karma,Jhin,Tryndamere,Vayne,Graves,1
19007,NA1_5035761321,NA1,ARAM,UNRANKED,14.13.598.9749,Hecarim,Draven,Shen,AurelionSol,Azir,Pyke,Caitlyn,Sion,Yorick,Morgana,1
19008,NA1_5035744542,NA1,ARAM,UNRANKED,14.13.598.9749,MissFortune,Renata,Talon,Tristana,Volibear,Illaoi,Ornn,Rengar,TahmKench,Alistar,1
19009,NA1_5035736073,NA1,ARAM,UNRANKED,14.13.598.9749,Lux,Darius,Swain,Nautilus,Morgana,Smolder,Thresh,Karthus,Nasus,Sejuani,0
19010,NA1_5035711211,NA1,ARAM,UNRANKED,14.13.598.9749,Taliyah,Ornn,MissFortune,Naafiri,KogMaw,Kayle,Zed,Zilean,Taric,Viego,1
19011,NA1_5035699819,NA1,ARAM,UNRANKED,14.13.598.9749,Jhin,Zoe,KSante,Vayne,Kennen,Orianna,Hwei,Syndra,Illaoi,Janna,0
19017,NA1_5034724581,NA1,ARAM,UNRANKED,14.13.598.9749,Karma,Ezreal,Ahri,Xayah,Sivir,Qiyana,AurelionSol,Sona,Blitzcrank,Pantheon,1
19018,NA1_5034718429,NA1,ARAM,UNRANKED,14.13.598.9749,Seraphine,Viktor,Qiyana,Jax,Kalista,Jayce,Thresh,Morgana,MasterYi,Zed,0
19020,NA1_5034573604,NA1,ARAM,UNRANKED,14.13.598.9749,Aphelios,Rumble,Zed,Yuumi,Malphite,Jinx,Sylas,Singed,Ornn,MissFortune,1
19021,NA1_5034564298,NA1,ARAM,UNRANKED,14.13.598.9749,Senna,Thresh,Khazix,Heimerdinger,Sion,Soraka,Teemo,Jax,Ziggs,Chogath,0
19022,NA1_5034553260,NA1,ARAM,EMERALD IV,14.13.598.9749,Mordekaiser,TahmKench,Ziggs,Anivia,Maokai,Darius,MissFortune,DrMundo,Gragas,Veigar,1
19023,NA1_5034538075,NA1,ARAM,UNRANKED,14.13.598.9749,Talon,Fizz,Diana,Renata,Ezreal,Anivia,Zed,Orianna,Kindred,Vayne,1
19024,NA1_5034521102,NA1,ARAM,UNRANKED,14.13.598.9749,Veigar,Vladimir,Sett,Blitzcrank,Sejuani,Jinx,Leblanc,Tristana,Tryndamere,Yuumi,1
19025,NA1_5034497675,NA1,ARAM,EMERALD IV,14.13.598.9749,Lux,Swain,Jhin,Udyr,Orianna,KSante,Yone,Heimerdinger,Amumu,AurelionSol,0
19026,NA1_5035669220,NA1,ARAM,UNRANKED,14.13.598.9749,Renata,Akali,KogMaw,Tryndamere,Soraka,Graves,Karthus,Ahri,Xayah,Vayne,0
19027,NA1_5035649309,NA1,ARAM,BRONZE II,14.13.598.9749,Syndra,Sejuani,Sivir,Velkoz,Jayce,Lulu,Teemo,Braum,Nocturne,Kayle,1
19028,NA1_5035631281,NA1,ARAM,UNRANKED,14.13.598.9749,Vayne,DrMundo,Senna,Xayah,AurelionSol,Ornn,Sona,Ryze,Ezreal,Velkoz,0
19029,NA1_5035613421,NA1,ARAM,UNRANKED,14.13.598.9749,Nidalee,Renekton,Singed,Briar,Karthus,MasterYi,Xerath,Sona,Ekko,Galio,0
19030,NA1_5035590707,NA1,ARAM,UNRANKED,14.13.598.9749,Yone,Rumble,MissFortune,Leona,Belveth,Varus,Maokai,Velkoz,JarvanIV,Shaco,0
19031,NA1_5034233834,NA1,ARAM,UNRANKED,14.13.598.9749,Aphelios,Kindred,Thresh,Galio,Akali,Brand,Kayle,MissFortune,Nasus,Rakan,1
19032,NA1_5034214614,NA1,ARAM,BRONZE II,14.13.598.9749,Viego,TahmKench,Vayne,Jax,Velkoz,Vi,Nidalee,Ryze,Ziggs,FiddleSticks,0
19033,NA1_5034203284,NA1,ARAM,UNRANKED,14.13.598.9749,Pyke,Caitlyn,Orianna,Lux,Kindred,Zilean,Kaisa,Kennen,Senna,Nautilus,1
19035,NA1_5034068067,NA1,ARAM,UNRANKED,14.13.598.9749,Sett,Milio,Kalista,Karthus,Shyvana,Jax,Gragas,Ryze,Nami,Chogath,0
19036,NA1_5034058296,NA1,ARAM,UNRANKED,14.13.598.9749,Karthus,Quinn,Ezreal,Urgot,Jinx,Samira,Kennen,Kindred,Lucian,Ahri,0
19043,NA1_5031380016,NA1,ARAM,BRONZE IV,14.13.598.9749,Samira,Shen,Chogath,Graves,Ezreal,Naafiri,Zyra,JarvanIV,Sona,Jinx,0
19044,NA1_5031366774,NA1,ARAM,UNRANKED,14.13.598.9749,Vayne,Graves,FiddleSticks,Pantheon,Brand,Twitch,Fiora,Janna,Maokai,Morgana,1
19049,NA1_5034914551,NA1,ARAM,UNRANKED,14.13.598.9749,Lissandra,Graves,Leona,Zyra,Caitlyn,Lux,Ryze,Lillia,Maokai,JarvanIV,0
19050,NA1_5034908122,NA1,ARAM,UNRANKED,14.13.598.9749,Garen,Lulu,Nidalee,Pyke,Jhin,Chogath,TwistedFate,Leona,Ezreal,Pantheon,0
19137,NA1_5035804336,NA1,ARAM,UNRANKED,14.13.598.9749,Pyke,Briar,Vex,Leona,Senna,Orianna,Viego,Sett,Jhin,Xerath,0
19138,NA1_5035796832,NA1,ARAM,UNRANKED,14.13.598.9749,Brand,Malphite,Sett,Lissandra,Seraphine,Orianna,Hwei,Zilean,Braum,Kayle,0
19188,NA1_5033828059,NA1,ARAM,UNRANKED,14.13.598.9749,TwistedFate,Garen,Kaisa,Leona,Rumble,Tryndamere,AurelionSol,Kennen,Neeko,Kayle,1
19189,NA1_5033806541,NA1,ARAM,UNRANKED,14.13.598.9749,Jax,FiddleSticks,Orianna,Kayle,Irelia,Brand,MissFortune,Jinx,Xayah,Vayne,0
19190,NA1_5033727337,NA1,ARAM,UNRANKED,14.13.598.9749,Annie,Nunu,Graves,Volibear,Lillia,Malzahar,Nami,Karthus,Nocturne,Zilean,0
19191,NA1_5033708548,NA1,ARAM,UNRANKED,14.13.598.9749,Heimerdinger,Lucian,Gragas,Illaoi,Blitzcrank,Anivia,Kindred,Amumu,Cassiopeia,Twitch,0
19192,NA1_5033709821,NA1,ARAM,UNRANKED,14.13.598.9749,Ashe,Evelynn,JarvanIV,Xayah,Senna,Pantheon,Ivern,Teemo,Sett,Soraka,1
19210,NA1_5035762963,NA1,ARAM,UNRANKED,14.13.598.9749,Akali,Maokai,Zed,AurelionSol,Kayle,Smolder,Vex,Thresh,Gangplank,Alistar,0
19211,NA1_5035735643,NA1,ARAM,UNRANKED,14.13.598.9749,Veigar,Thresh,TwistedFate,Leona,Teemo,Maokai,Ryze,Karthus,Akali,Nunu,0
19212,NA1_5035174152,NA1,ARAM,UNRANKED,14.13.598.9749,Kaisa,Renata,Sett,Fizz,Yasuo,DrMundo,Udyr,Lux,Xayah,Orianna,1
19213,NA1_5035159022,NA1,ARAM,UNRANKED,14.13.598.9749,Vayne,Kaisa,Caitlyn,Quinn,Singed,Ekko,Vladimir,Swain,Orianna,Chogath,0
19214,NA1_5035149855,NA1,ARAM,UNRANKED,14.13.598.9749,Blitzcrank,Nasus,Ziggs,Brand,Jhin,Viego,Katarina,Gangplank,Sett,Khazix,0
19215,NA1_5035133665,NA1,ARAM,UNRANKED,14.13.598.9749,Ezreal,Kaisa,Brand,Yasuo,Renekton,Senna,Hwei,Syndra,DrMundo,Varus,0
19216,NA1_5035122064,NA1,ARAM,UNRANKED,14.13.598.9749,Yasuo,Swain,Yone,Vayne,JarvanIV,MissFortune,Singed,Naafiri,Varus,Hwei,1
19217,NA1_5034565513,NA1,ARAM,IRON III,14.13.598.9749,Maokai,Chogath,TwistedFate,MonkeyKing,Quinn,Caitlyn,Velkoz,Twitch,Tristana,Lillia,1
19218,NA1_5034559888,NA1,ARAM,UNRANKED,14.13.598.9749,Veigar,XinZhao,Yasuo,Urgot,Zoe,Twitch,Nasus,Riven,Akali,Pyke,1
19225,NA1_5034109301,NA1,ARAM,UNRANKED,14.13.598.9749,Leona,FiddleSticks,Ziggs,Ashe,Seraphine,Akali,Varus,Vayne,Karma,Rumble,0
19227,NA1_5033932038,NA1,ARAM,UNRANKED,14.13.598.9749,Draven,Jax,Vex,Morgana,Anivia,MasterYi,Ezreal,Darius,Ekko,Maokai,1
19252,NA1_5033814175,NA1,ARAM,UNRANKED,14.13.598.9749,Aatrox,Belveth,Orianna,Velkoz,Milio,Akshan,Braum,Lulu,Zyra,Varus,1
19256,NA1_5033571665,NA1,ARAM,UNRANKED,14.13.598.9749,Jayce,Kaisa,Jinx,Ahri,Twitch,Pyke,AurelionSol,Skarner,Vex,Milio,1
19296,NA1_5030425445,NA1,ARAM,UNRANKED,14.13.596.7996,Neeko,Brand,Malzahar,Aatrox,Veigar,Gragas,Sett,Warwick,Xayah,Orianna,1
19304,NA1_5034300945,NA1,ARAM,UNRANKED,14.13.598.9749,Lissandra,Ryze,Ezreal,Graves,TwistedFate,Caitlyn,Leblanc,Ziggs,Amumu,Maokai,0
19305,NA1_5034281413,NA1,ARAM,UNRANKED,14.13.598.9749,Ekko,Shaco,Alistar,Tristana,Caitlyn,Ahri,Brand,Leona,Xerath,Orianna,1
19314,NA1_5034123756,NA1,ARAM,UNRANKED,14.13.598.9749,Malphite,Poppy,Graves,Ekko,Chogath,Talon,Seraphine,Nasus,Ziggs,Pyke,0
19315,NA1_5034103717,NA1,ARAM,UNRANKED,14.13.598.9749,Velkoz,Kayle,TwistedFate,Hwei,Poppy,Jhin,Volibear,Nunu,Xayah,Sona,1
19316,NA1_5034103800,NA1,ARAM,UNRANKED,14.13.598.9749,Renekton,Nunu,Smolder,Twitch,Corki,Brand,Malzahar,Ahri,Caitlyn,Irelia,1
19317,NA1_5034097819,NA1,ARAM,UNRANKED,14.13.598.9749,Sona,Veigar,Sion,Twitch,Morgana,Galio,Blitzcrank,Jinx,TwistedFate,MissFortune,0
19318,NA1_5034084134,NA1,ARAM,UNRANKED,14.13.598.9749,Tryndamere,Akshan,Udyr,Draven,Syndra,Anivia,Zoe,Nami,Sett,Shaco,1
19319,NA1_5034076234,NA1,ARAM,BRONZE II,14.13.598.9749,Seraphine,Yone,Diana,Teemo,Thresh,Maokai,Ashe,Jhin,Volibear,Ezreal,0
19320,NA1_5034068490,NA1,ARAM,UNRANKED,14.13.598.9749,Chogath,Braum,Yasuo,Xayah,Ryze,Lux,Vayne,LeeSin,Ziggs,Fizz,1
19321,NA1_5034061383,NA1,ARAM,IRON II,14.13.598.9749,Gwen,Kindred,Sejuani,Zyra,Ekko,Orianna,Sett,Sion,TwistedFate,Mordekaiser,0
19322,NA1_5034984997,NA1,ARAM,UNRANKED,14.13.598.9749,Nautilus,Ezreal,Vi,Neeko,Velkoz,Kaisa,Annie,Sona,Zoe,Trundle,0
19325,NA1_5034678694,NA1,ARAM,UNRANKED,14.13.598.9749,Samira,Veigar,Corki,Karma,Zed,Senna,Darius,Jhin,Leblanc,Quinn,0
19327,NA1_5034448066,NA1,ARAM,IRON I,14.13.598.9749,Tristana,Velkoz,Jinx,Jhin,Veigar,Ezreal,MissFortune,Thresh,Xayah,Neeko,1
19328,NA1_5034431421,NA1,ARAM,SILVER IV,14.13.598.9749,Kayle,KogMaw,Renata,Ivern,Veigar,Shaco,Jayce,Fizz,Irelia,Vex,1
19329,NA1_5034394127,NA1,ARAM,UNRANKED,14.13.598.9749,RekSai,Jinx,JarvanIV,Veigar,Yone,Senna,Brand,Kennen,Akali,Quinn,0
19330,NA1_5033870335,NA1,ARAM,SILVER IV,14.13.598.9749,Vex,Kayle,Quinn,Zac,Veigar,Naafiri,Ornn,Leblanc,Jhin,Thresh,0
19333,NA1_5033039021,NA1,ARAM,UNRANKED,14.13.598.9749,Shyvana,Ziggs,Ahri,Twitch,Annie,Malzahar,Vayne,Thresh,Rammus,Lux,1
19336,NA1_5032640606,NA1,ARAM,UNRANKED,14.13.598.9749,Irelia,Renekton,Brand,Maokai,Quinn,Zilean,Kindred,Ziggs,DrMundo,Nilah,1
19337,NA1_5032589212,NA1,ARAM,UNRANKED,14.13.598.9749,Sona,Trundle,Morgana,Anivia,Yone,Graves,Kaisa,Skarner,Neeko,Vi,0
19338,NA1_5032434438,NA1,ARAM,UNRANKED,14.13.598.9749,Darius,Karthus,Graves,Alistar,Shen,Vladimir,Velkoz,Corki,Illaoi,Nautilus,1
19339,NA1_5032423840,NA1,ARAM,UNRANKED,14.13.598.9749,Nidalee,Lucian,Thresh,Graves,Karma,Lux,TwistedFate,Irelia,Renata,Pyke,1
19424,NA1_5035110404,NA1,ARAM,SILVER III,14.13.598.9749,Pyke,Sejuani,Ryze,Sivir,Rakan,Draven,Kalista,Lucian,Pantheon,Garen,0
19425,NA1_5035093283,NA1,ARAM,SILVER II,14.13.598.9749,Diana,Leona,Veigar,Xayah,Ziggs,Gangplank,Varus,Soraka,Nidalee,Karthus,1
19426,NA1_5035082007,NA1,ARAM,UNRANKED,14.13.598.9749,Sivir,Sett,Zoe,Gragas,Galio,Kassadin,Morgana,Quinn,Akshan,Rengar,0
19427,NA1_5035056599,NA1,ARAM,UNRANKED,14.13.598.9749,Vayne,Udyr,Sett,Velkoz,Akali,Veigar,Smolder,Karma,Xerath,Lux,0
19428,NA1_5034431655,NA1,ARAM,SILVER II,14.13.598.9749,Diana,Nidalee,Syndra,Quinn,Leblanc,Ahri,Annie,Ornn,Karma,Volibear,0
19429,NA1_5034425802,NA1,ARAM,GOLD IV,14.13.598.9749,Kaisa,Seraphine,Morgana,Poppy,Kayle,Maokai,Zyra,Kalista,Ryze,Karma,0
19435,NA1_5030067417,NA1,ARAM,PLATINUM II,14.13.596.7996,Kindred,Diana,Draven,Zilean,Twitch,Rammus,Sejuani,Vex,Kennen,Pantheon,1
19436,NA1_5030039931,NA1,ARAM,UNRANKED,14.13.596.7996,Samira,Renekton,Swain,Ahri,Brand,Karthus,Khazix,Braum,Nasus,Ezreal,1
19467,NA1_5035699195,NA1,ARAM,UNRANKED,14.13.598.9749,LeeSin,Graves,Yasuo,Viego,Kaisa,Quinn,Gwen,Sona,Pyke,Senna,0
19468,NA1_5035675434,NA1,ARAM,UNRANKED,14.13.598.9749,Vayne,Darius,Vex,Seraphine,Janna,Evelynn,Nami,Teemo,Sivir,Blitzcrank,1
19469,NA1_5035609323,NA1,ARAM,UNRANKED,14.13.598.9749,Ezreal,Malphite,Zed,Xayah,Maokai,Ornn,Mordekaiser,Lucian,Evelynn,Renata,0
19470,NA1_5035591704,NA1,ARAM,UNRANKED,14.13.598.9749,Malzahar,Quinn,Pyke,Sona,Taric,Fizz,Galio,Maokai,Twitch,Zoe,0
19471,NA1_5035575396,NA1,ARAM,UNRANKED,14.13.598.9749,Shaco,Rammus,Lulu,Yone,Volibear,Veigar,Brand,Ahri,Zac,Soraka,1
19476,NA1_5034925691,NA1,ARAM,UNRANKED,14.13.598.9749,Morgana,Chogath,Galio,Kindred,Gnar,Zoe,Twitch,Alistar,Qiyana,Nilah,0
19477,NA1_5034914078,NA1,ARAM,UNRANKED,14.13.598.9749,Chogath,Leona,Akshan,Braum,Heimerdinger,LeeSin,Zyra,Ashe,Karma,Ziggs,0
19481,NA1_5034805405,NA1,ARAM,UNRANKED,14.13.598.9749,Sett,Morgana,Lillia,Ahri,Kassadin,Cassiopeia,Urgot,Renekton,Riven,FiddleSticks,1
19482,NA1_5034785462,NA1,ARAM,UNRANKED,14.13.598.9749,MasterYi,Teemo,Udyr,Sion,Milio,Morgana,Yorick,Amumu,Xayah,Sejuani,0
19483,NA1_5034774807,NA1,ARAM,UNRANKED,14.13.598.9749,Jayce,Soraka,Ashe,XinZhao,Thresh,Galio,Pantheon,Sylas,Khazix,Draven,0
19538,NA1_5035573994,NA1,ARAM,UNRANKED,14.13.598.9749,Shaco,Samira,Illaoi,TahmKench,Chogath,Lucian,Gragas,Ivern,Malzahar,Zed,0
19581,NA1_5033599743,NA1,ARAM,IRON II,14.13.598.9749,Swain,Ashe,Evelynn,Nocturne,Kayle,Nidalee,Yorick,MissFortune,Qiyana,Riven,0
19596,NA1_5034853822,NA1,ARAM,UNRANKED,14.13.598.9749,TwistedFate,Ahri,Anivia,Amumu,Chogath,Yorick,Neeko,Twitch,Malzahar,Nidalee,1
19597,NA1_5034838033,NA1,ARAM,UNRANKED,14.13.598.9749,Neeko,Hwei,Leona,Karthus,Zoe,Quinn,Vayne,Nautilus,Seraphine,Lulu,0
19600,NA1_5034695766,NA1,ARAM,UNRANKED,14.13.598.9749,Garen,Rumble,Sivir,Yorick,Alistar,Nilah,Draven,Shaco,Ashe,Lux,1
19603,NA1_5034105807,NA1,ARAM,UNRANKED,14.13.598.9749,Varus,Amumu,Fizz,Graves,Gangplank,JarvanIV,Viktor,Sejuani,Nocturne,Vex,1
19605,NA1_5035241674,NA1,ARAM,UNRANKED,14.13.598.9749,Elise,Nunu,Nocturne,Sejuani,Smolder,Leona,Belveth,Anivia,Caitlyn,Lulu,1
19606,NA1_5035241894,NA1,ARAM,GOLD IV,14.13.598.9749,Katarina,AurelionSol,Chogath,Anivia,Garen,Brand,Milio,Ryze,Maokai,Caitlyn,1
19607,NA1_5035232304,NA1,ARAM,UNRANKED,14.13.598.9749,Sivir,Yuumi,Smolder,Riven,Heimerdinger,Thresh,Skarner,Yasuo,Fiora,Vladimir,0
19608,NA1_5035223410,NA1,ARAM,GOLD IV,14.13.598.9749,Rammus,Senna,Smolder,Caitlyn,FiddleSticks,Katarina,Darius,Orianna,Vayne,TahmKench,0
19609,NA1_5035210489,NA1,ARAM,GOLD IV,14.13.598.9749,Garen,Caitlyn,Talon,Janna,Kaisa,Thresh,Jinx,Lux,Jayce,Yone,0
19610,NA1_5035201448,NA1,ARAM,UNRANKED,14.13.598.9749,JarvanIV,Annie,Pantheon,Volibear,TwistedFate,Riven,Naafiri,Nilah,FiddleSticks,Zilean,1
19611,NA1_5035127360,NA1,ARAM,UNRANKED,14.13.598.9749,Sivir,Evelynn,TahmKench,Malphite,Caitlyn,Karma,Janna,Varus,Jinx,Chogath,0
19612,NA1_5035117761,NA1,ARAM,UNRANKED,14.13.598.9749,Brand,AurelionSol,Akshan,Amumu,Fiora,Annie,Cassiopeia,Senna,Xayah,Pantheon,1
19614,NA1_5034859492,NA1,ARAM,UNRANKED,14.13.598.9749,Galio,Aatrox,Sion,Khazix,Velkoz,Samira,Riven,Swain,Neeko,Kindred,1
19616,NA1_5034611398,NA1,ARAM,UNRANKED,14.13.598.9749,Hwei,Jinx,FiddleSticks,Xayah,Soraka,Blitzcrank,Jax,Zed,Lux,Malphite,1
19617,NA1_5034599645,NA1,ARAM,UNRANKED,14.13.598.9749,Darius,Gnar,Yone,Seraphine,Ziggs,Maokai,Ahri,Lillia,Garen,Malzahar,0
19618,NA1_5034591561,NA1,ARAM,GOLD IV,14.13.598.9749,Darius,Ezreal,Fizz,Ziggs,Elise,Samira,Ryze,Kayle,Shen,Zed,1
19619,NA1_5034585837,NA1,ARAM,UNRANKED,14.13.598.9749,Pantheon,Gragas,Singed,Akali,Sylas,Jhin,DrMundo,Lucian,Naafiri,Ryze,1
19620,NA1_5034574117,NA1,ARAM,UNRANKED,14.13.598.9749,Zed,Nidalee,KogMaw,JarvanIV,Pantheon,Pyke,Malphite,Amumu,Briar,DrMundo,1
19621,NA1_5034563427,NA1,ARAM,BRONZE III,14.13.598.9749,Ornn,Amumu,Vayne,Leblanc,Jhin,Morgana,Hwei,Vladimir,Chogath,Caitlyn,1
19622,NA1_5034547712,NA1,ARAM,UNRANKED,14.13.598.9749,Lucian,Vayne,Jayce,Tristana,Nautilus,Swain,Briar,Ezreal,Jhin,Malzahar,1
24528,NA1_5035860244,NA1,ARAM,UNRANKED,14.13.598.9749,Draven,Caitlyn,Ahri,Morgana,Janna,Alistar,Illaoi,Heimerdinger,Braum,Jayce,0
19696,NA1_5035750920,NA1,ARAM,UNRANKED,14.13.598.9749,KogMaw,Thresh,Anivia,Vi,Varus,Ezreal,KSante,Veigar,Viego,Velkoz,0
19697,NA1_5035729532,NA1,ARAM,GOLD II,14.13.598.9749,Shaco,Braum,MissFortune,Soraka,Orianna,Kaisa,Warwick,Hwei,Kayle,Ekko,0
19702,NA1_5035552415,NA1,ARAM,SILVER II,14.13.598.9749,Katarina,Velkoz,Jhin,Zed,Sivir,Leblanc,Ahri,Tristana,Zoe,Pyke,0
19703,NA1_5035516217,NA1,ARAM,PLATINUM III,14.13.598.9749,Malphite,Zyra,Nautilus,Xayah,Hwei,Ashe,Malzahar,DrMundo,Chogath,Nasus,1
19706,NA1_5035466031,NA1,ARAM,UNRANKED,14.13.598.9749,Karthus,Vex,Ekko,Pyke,Illaoi,Vayne,Zoe,LeeSin,Sett,Kalista,0
19707,NA1_5035457915,NA1,ARAM,PLATINUM IV,14.13.598.9749,Xerath,Kaisa,Graves,Sivir,Elise,Mordekaiser,Kindred,Ashe,Galio,Katarina,1
19709,NA1_5033397466,NA1,ARAM,UNRANKED,14.13.598.9749,Veigar,Ahri,Vayne,Karma,Nilah,Ziggs,Fizz,Blitzcrank,Lucian,Lux,0
19710,NA1_5033233894,NA1,ARAM,SILVER II,14.13.598.9749,Cassiopeia,Ekko,Smolder,Malphite,Velkoz,Sivir,Nunu,Viktor,Jinx,Rammus,1
19713,NA1_5033146931,NA1,ARAM,UNRANKED,14.13.598.9749,Morgana,Samira,Lulu,Garen,Ryze,Jhin,Udyr,Karma,Taliyah,Senna,0
19714,NA1_5033128409,NA1,ARAM,UNRANKED,14.13.598.9749,Morgana,Sona,Poppy,Jhin,Anivia,Gragas,Jinx,Maokai,Khazix,Soraka,0
19741,NA1_5031963080,NA1,ARAM,BRONZE II,14.13.598.9749,Tristana,Shaco,Malphite,Varus,Leona,Leblanc,Kalista,Kassadin,Xayah,Karthus,0
19745,NA1_5030713742,NA1,ARAM,SILVER IV,14.13.596.7996,Skarner,Karthus,Xerath,Syndra,Riven,AurelionSol,Seraphine,Kassadin,Malphite,Lucian,0
19793,NA1_5034469891,NA1,ARAM,BRONZE IV,14.13.598.9749,DrMundo,Elise,Yasuo,Nasus,MonkeyKing,Taric,Tristana,Morgana,Xayah,Orianna,1
19909,NA1_5030681186,NA1,ARAM,SILVER II,14.13.596.7996,Azir,Jax,Talon,Leblanc,Lux,Lillia,Bard,Varus,Rengar,Mordekaiser,0
19910,NA1_5030682799,NA1,ARAM,UNRANKED,14.13.596.7996,Evelynn,Anivia,Malzahar,Xayah,Blitzcrank,Syndra,Nilah,Kayle,Taliyah,Thresh,0
19911,NA1_5030660693,NA1,ARAM,UNRANKED,14.13.596.7996,Rell,Karma,Gangplank,Rammus,Karthus,Soraka,LeeSin,Nidalee,Ahri,TwistedFate,1
19922,NA1_5035786456,NA1,ARAM,UNRANKED,14.13.598.9749,Kaisa,Nunu,KogMaw,Renata,Katarina,Nidalee,Vayne,Pantheon,Lulu,Ziggs,1
19929,NA1_5034924226,NA1,ARAM,IRON I,14.13.598.9749,Rammus,Ezreal,Akali,Kindred,Tryndamere,Vex,Malphite,Caitlyn,Skarner,Amumu,0
19936,NA1_5034728177,NA1,ARAM,UNRANKED,14.13.598.9749,Khazix,Ezreal,Nocturne,Veigar,Mordekaiser,Gangplank,Kindred,MonkeyKing,Jhin,Amumu,0
19937,NA1_5034719289,NA1,ARAM,UNRANKED,14.13.598.9749,Khazix,TahmKench,Bard,Lux,Ahri,Briar,Sivir,Darius,Yasuo,Syndra,1
19938,NA1_5034543796,NA1,ARAM,UNRANKED,14.13.598.9749,Ryze,Gnar,Nautilus,Karma,Smolder,Poppy,Diana,Rengar,Sona,Tristana,0
19939,NA1_5034529190,NA1,ARAM,UNRANKED,14.13.598.9749,Viktor,Lulu,Tryndamere,Vi,Zed,Draven,Vladimir,Garen,Smolder,Kaisa,1
19940,NA1_5034512471,NA1,ARAM,UNRANKED,14.13.598.9749,Smolder,Taliyah,Akali,Mordekaiser,Draven,Ahri,Tristana,Kennen,Jinx,Trundle,0
20006,NA1_5035213396,NA1,ARAM,BRONZE I,14.13.598.9749,Gnar,Brand,Jinx,Kayle,Vladimir,Quinn,LeeSin,Swain,Pantheon,Vayne,0
20012,NA1_5034564888,NA1,ARAM,UNRANKED,14.13.598.9749,Lucian,Jhin,Pyke,Swain,Renata,Ornn,Kaisa,KogMaw,Samira,TwistedFate,0
